,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y
15,5378.0,6193.0,5874.0,5923.0,4612.0,6277.0,5957.0,5173.0,5485.0,6286.0,6105.0,7263.0,7270.0,8133.0,10521.0,6370.0,5836.0,6666.0,7895.0,8331.0,7414.0,5205.0,6065.0,6125.0,5448.0,5077.0,5859.0,5596.0,7493.0,6917.0,7744.0,6085.0,5471.0,5889,4435.0,6580.0,6024.0,6824.0,5084.0,7076.0,6686.0,9104.0,5920.0,5182.0,4523.0,5263.0,4981.0,8048.0,5370.0,7130.0,4017.0,5549.0,5325.0,6217.0,6132.0,8842.0,6043.0,8648.0,6854.0,5858.0,7699.0,6106.0,9228.0,9050.0,6530.0,6097.0,4006.0,3905.0,7420.0,6543.0,7871.0,5807.0,5632.0,5857.0,5860.0,6594.0,5738.0,6577.0,5885.0,7341.0,6080.0,12626.0,5867.0,5794.0,7130.0,4907.0,5965.0,6837.0,7004.0,4747.0,4920.0,7413.0,8585.0,7006.0,8805.0,5019.0,6164.0,,6503.0,5972.0
16,5993.0,6471.0,6027.0,6259.0,4940.0,6672.0,6376.0,5445.0,5727.0,7281.0,6287.0,7921.0,7638.0,8481.0,10622.0,6747.0,6228.0,7159.0,8461.0,8792.0,8173.0,5475.0,6386.0,6645.0,5896.0,5336.0,6420.0,5852.0,7616.0,7268.0,7916.0,6472.0,5891.0,6280,4575.0,7254.0,6769.0,7316.0,5362.0,7495.0,7601.0,9551.0,6173.0,5305.0,4664.0,5611.0,5447.0,8910.0,5571.0,7606.0,4245.0,6020.0,5598.0,6685.0,6614.0,9250.0,7240.0,9221.0,7496.0,6059.0,8060.0,6777.0,9549.0,9792.0,7027.0,7489.0,4191.0,4046.0,8055.0,8023.0,8057.0,6205.0,7708.0,6654.0,6472.0,7014.0,6107.0,8189.0,6419.0,8768.0,6542.0,13139.0,6072.0,6332.0,7366.0,5648.0,6509.0,7315.0,7397.0,5358.0,4957.0,7953.0,9536.0,7199.0,9398.0,5305.0,6692.0,,6730.0,6575.0
17,6230.0,7016.0,6295.0,6681.0,5390.0,8203.0,6711.0,5737.0,6054.0,7804.0,6633.0,8460.0,8060.0,8723.0,,7377.0,7129.0,7659.0,9156.0,9803.0,8651.0,6573.0,6815.0,6809.0,6443.0,6017.0,6593.0,6142.0,7997.0,7819.0,8353.0,7354.0,6187.0,7135,4716.0,8021.0,7371.0,7507.0,6298.0,8344.0,8459.0,9932.0,6813.0,6058.0,4824.0,6162.0,6022.0,9943.0,6011.0,8078.0,4784.0,6627.0,5909.0,7298.0,7473.0,9810.0,7708.0,9479.0,7941.0,6852.0,8697.0,7416.0,10364.0,10563.0,7240.0,7716.0,,4236.0,8577.0,8403.0,8707.0,6888.0,7890.0,7088.0,6669.0,8061.0,6231.0,8474.0,7258.0,9546.0,6797.0,14634.0,,6744.0,7914.0,6215.0,6779.0,7437.0,8254.0,5690.0,,8466.0,10337.0,8634.0,9820.0,5601.0,6885.0,,6903.0,7113.0
18,6381.0,7138.0,6482.0,9297.0,5687.0,8232.0,6964.0,6098.0,6297.0,9167.0,6770.0,8822.0,8579.0,9214.0,,7933.0,7656.0,7887.0,10139.0,10185.0,10134.0,6695.0,7821.0,7615.0,6657.0,6265.0,7097.0,6349.0,8334.0,8242.0,8740.0,7776.0,6393.0,7276,5316.0,8696.0,7494.0,,6747.0,8869.0,8885.0,10309.0,7370.0,7231.0,5004.0,7414.0,6258.0,10394.0,6266.0,8620.0,5595.0,7022.0,6032.0,7478.0,7696.0,10448.0,8318.0,10170.0,8636.0,7388.0,9015.0,7740.0,11181.0,11083.0,7372.0,8551.0,,4526.0,10427.0,8948.0,9361.0,7210.0,8254.0,7480.0,7329.0,8570.0,6534.0,8833.0,7917.0,11016.0,7494.0,15317.0,,7189.0,8882.0,6562.0,7059.0,7560.0,8518.0,5987.0,,8832.0,10809.0,8920.0,10179.0,6369.0,7149.0,,7472.0,7543.0
19,6677.0,7414.0,6830.0,9774.0,6004.0,,7086.0,6339.0,6541.0,10029.0,7104.0,9397.0,9486.0,9826.0,,8680.0,8053.0,8141.0,10765.0,10989.0,11030.0,7160.0,7943.0,8177.0,6779.0,6605.0,7219.0,6471.0,8506.0,8573.0,9488.0,8042.0,7246.0,7883,5486.0,9492.0,7672.0,,6870.0,9243.0,9058.0,10431.0,7701.0,7549.0,5145.0,8228.0,6399.0,10774.0,6557.0,9101.0,7169.0,7250.0,6289.0,7959.0,7978.0,10770.0,8637.0,10335.0,8857.0,7775.0,9802.0,8142.0,12149.0,11379.0,8054.0,8868.0,,4778.0,11493.0,9244.0,9952.0,8015.0,8561.0,8363.0,7451.0,9166.0,7356.0,9564.0,8352.0,12112.0,7646.0,16277.0,,7762.0,9283.0,6784.0,7531.0,8087.0,8650.0,6218.0,,9249.0,11587.0,9335.0,10505.0,6687.0,7398.0,,7608.0,8212.0
20,7248.0,8546.0,7065.0,9980.0,6151.0,,7313.0,6552.0,6712.0,10567.0,7693.0,9519.0,9791.0,10289.0,,9688.0,9015.0,8417.0,11207.0,12067.0,12220.0,7618.0,8820.0,8693.0,7007.0,6727.0,7930.0,6755.0,9199.0,9015.0,9610.0,8500.0,7761.0,8644,6157.0,9714.0,8218.0,,7097.0,9660.0,9927.0,10879.0,8003.0,8411.0,5290.0,8475.0,6689.0,11190.0,7064.0,9472.0,7396.0,8082.0,6788.0,8190.0,8387.0,11728.0,9285.0,10642.0,9233.0,8124.0,9938.0,8746.0,13704.0,12607.0,8281.0,9259.0,,4948.0,11870.0,9817.0,10074.0,8454.0,9299.0,9065.0,8079.0,9473.0,7578.0,10520.0,8724.0,12260.0,7902.0,17710.0,,8346.0,10275.0,7319.0,8382.0,8779.0,,6914.0,,10245.0,11840.0,9507.0,11085.0,7495.0,8431.0,,7750.0,9030.0
21,7960.0,9198.0,7809.0,10617.0,6343.0,,7331.0,7113.0,6912.0,12317.0,8525.0,9815.0,10224.0,10679.0,,10160.0,9337.0,8861.0,11823.0,13157.0,12622.0,8361.0,9138.0,10098.0,7178.0,6906.0,8279.0,6891.0,9688.0,9487.0,9950.0,8957.0,8142.0,8885,6297.0,10421.0,8785.0,,7401.0,9913.0,10329.0,11373.0,8426.0,9024.0,,8829.0,6980.0,11313.0,7279.0,9494.0,7813.0,8720.0,7315.0,10539.0,8809.0,11963.0,9408.0,11052.0,9897.0,8660.0,10219.0,10318.0,14194.0,13698.0,8731.0,10448.0,,5480.0,12522.0,10147.0,10565.0,9611.0,9695.0,9533.0,8215.0,10280.0,7700.0,10917.0,9063.0,12823.0,8145.0,19661.0,,9092.0,10797.0,7792.0,8622.0,9199.0,,7798.0,,10367.0,12878.0,10670.0,11533.0,7560.0,8553.0,,,9386.0
22,8468.0,10201.0,7931.0,11715.0,6597.0,,,7367.0,7312.0,13399.0,8905.0,10258.0,11316.0,11126.0,,10507.0,9979.0,9433.0,11945.0,14305.0,13779.0,8642.0,9270.0,10507.0,7579.0,7028.0,8743.0,7078.0,10102.0,11539.0,10243.0,9275.0,8571.0,9040,6831.0,,9653.0,,8288.0,10483.0,10900.0,11595.0,8517.0,9666.0,,10224.0,7120.0,11886.0,7648.0,,8172.0,9557.0,7854.0,10895.0,8990.0,13380.0,9740.0,11583.0,10563.0,8999.0,10366.0,11349.0,15034.0,14282.0,8854.0,10590.0,,5811.0,13471.0,11047.0,11666.0,9967.0,10670.0,10364.0,8627.0,10774.0,7880.0,11663.0,9421.0,13922.0,9045.0,20117.0,,9665.0,11176.0,8315.0,9044.0,9502.0,,8309.0,,10684.0,14231.0,11293.0,12290.0,,8915.0,,,10750.0
23,9024.0,10536.0,8270.0,11972.0,6908.0,,,7677.0,7356.0,14391.0,9589.0,10888.0,11693.0,11379.0,,10679.0,10814.0,9730.0,12167.0,15093.0,14240.0,9525.0,9277.0,11009.0,8629.0,7432.0,9394.0,7750.0,10977.0,12261.0,10457.0,9947.0,9023.0,9181,7121.0,,10128.0,,8645.0,11204.0,11208.0,11849.0,,9838.0,,10911.0,8173.0,12008.0,7838.0,,8227.0,10274.0,8235.0,11732.0,9112.0,14374.0,10307.0,12020.0,10819.0,9875.0,10498.0,12371.0,15146.0,15414.0,9969.0,11089.0,,5951.0,14189.0,11169.0,12204.0,10089.0,10772.0,10772.0,8750.0,11085.0,8234.0,12435.0,10102.0,15015.0,9517.0,21416.0,,10206.0,,8626.0,9425.0,10184.0,,8633.0,,12737.0,14472.0,11736.0,12533.0,,9114.0,,,11492.0
24,9683.0,11187.0,8476.0,12244.0,7924.0,,,7974.0,,15293.0,11196.0,11100.0,12360.0,11807.0,,11077.0,11618.0,10536.0,12441.0,15508.0,16039.0,9793.0,,11206.0,9025.0,8788.0,9906.0,7942.0,11130.0,12823.0,10809.0,10147.0,9521.0,9871,7262.0,,10625.0,,10022.0,11937.0,11721.0,12765.0,,9975.0,,11946.0,8838.0,12201.0,8006.0,,,10663.0,8481.0,12008.0,10226.0,15325.0,10605.0,12537.0,11447.0,10624.0,11916.0,13568.0,,15564.0,10092.0,11395.0,,6561.0,14437.0,12454.0,13309.0,10337.0,,11344.0,8912.0,12087.0,8479.0,12843.0,10161.0,16332.0,9647.0,22022.0,,10542.0,,9243.0,9867.0,11388.0,,8654.0,,13203.0,15144.0,11987.0,12720.0,,9516.0,,,12096.0
25,9966.0,11415.0,8689.0,12714.0,7993.0,,,8545.0,,16364.0,11856.0,11728.0,12851.0,12060.0,,,11845.0,10783.0,12563.0,16497.0,16044.0,9941.0,,11769.0,9884.0,9384.0,10128.0,8965.0,11549.0,13057.0,10987.0,,10084.0,10161,7402.0,,11425.0,,10145.0,12371.0,12053.0,13097.0,,10667.0,,12118.0,9301.0,13878.0,8397.0,,,12208.0,8882.0,12724.0,10511.0,16749.0,11088.0,13488.0,11976.0,11387.0,13373.0,13811.0,,16811.0,10466.0,11930.0,,7792.0,14696.0,12712.0,,10644.0,,11505.0,9064.0,,,13266.0,,,10225.0,22489.0,,11098.0,,9539.0,10114.0,11983.0,,,,,15466.0,12433.0,13246.0,,10322.0,,,12773.0
26,10103.0,11704.0,9007.0,13184.0,,,,8554.0,,17535.0,12350.0,12105.0,13652.0,12665.0,,,12184.0,11480.0,13747.0,16503.0,,,,11908.0,10278.0,10222.0,10295.0,9226.0,12409.0,13209.0,11110.0,,10734.0,10302,7543.0,,12268.0,,,12956.0,12400.0,13893.0,,10789.0,,12567.0,9441.0,14398.0,8757.0,,,12686.0,9169.0,13041.0,10761.0,16924.0,11439.0,13795.0,12685.0,,13936.0,14027.0,,16933.0,10586.0,12825.0,,8404.0,14854.0,13050.0,,10912.0,,12133.0,9188.0,,,13866.0,,,10228.0,,,11929.0,,,10681.0,,,,,,16422.0,12834.0,14653.0,,10444.0,,,13648.0
27,10377.0,12233.0,9129.0,13465.0,,,,,,18740.0,13020.0,13225.0,13670.0,13474.0,,,12449.0,12294.0,,,,,,12640.0,10685.0,10421.0,10418.0,,12888.0,13961.0,11622.0,,10856.0,10442,7683.0,,12950.0,,,13692.0,12783.0,15296.0,,11440.0,,13030.0,9611.0,16943.0,9197.0,,,13089.0,9747.0,13508.0,11350.0,,11799.0,14192.0,13027.0,,14798.0,14484.0,,17888.0,,12948.0,,8835.0,16232.0,13570.0,,12155.0,,12663.0,9811.0,,,14004.0,,,,,,12246.0,,,10903.0,,,,,,16894.0,13443.0,15225.0,,10888.0,,,14216.0
28,10967.0,12356.0,9576.0,13832.0,,,,,,,13599.0,13514.0,,14140.0,,,13261.0,13547.0,,,,,,13507.0,11840.0,11071.0,10540.0,,13141.0,14368.0,12026.0,,11127.0,11024,8023.0,,13695.0,,,14081.0,12815.0,15926.0,,11913.0,,,9952.0,17449.0,9526.0,,,13577.0,10137.0,14207.0,11494.0,,12254.0,15053.0,,,,14607.0,,18411.0,,13218.0,,9079.0,17151.0,14269.0,,12328.0,,13271.0,10238.0,,,14226.0,,,,,,12368.0,,,11492.0,,,,,,,13946.0,17180.0,,11232.0,,,14578.0
29,11171.0,13276.0,9894.0,14049.0,,,,,,,,13680.0,,14382.0,,,13715.0,13583.0,,,,,,14382.0,13111.0,11437.0,11033.0,,13194.0,14834.0,12149.0,,11327.0,11165,8264.0,,14034.0,,,14892.0,,16069.0,,12380.0,,,10092.0,18196.0,10175.0,,,14195.0,10449.0,14487.0,11691.0,,12491.0,15485.0,,,,14859.0,,18547.0,,13891.0,,9249.0,17273.0,14854.0,,13610.0,,14341.0,10987.0,,,15572.0,,,,,,12730.0,,,11614.0,,,,,,,14416.0,17741.0,,11701.0,,,14700.0
30,11962.0,13286.0,10016.0,14865.0,,,,,,,,,,14958.0,,,,,,,,,,14534.0,,12790.0,11308.0,,,15307.0,13280.0,,11449.0,11580,8404.0,,14690.0,,,15470.0,,16408.0,,12502.0,,,10832.0,19050.0,,,,14367.0,,,12108.0,,13050.0,17167.0,,,,14995.0,,18872.0,,14326.0,,9541.0,18325.0,15137.0,,13745.0,,14341.0,11159.0,,,15956.0,,,,,,13304.0,,,12059.0,,,,,,,16894.0,18455.0,,12340.0,,,15614.0
31,12403.0,,10226.0,15316.0,,,,,,,,,,15130.0,,,,,,,,,,15072.0,,12854.0,11694.0,,,16656.0,13866.0,,11651.0,11892,8544.0,,15452.0,,,16036.0,,,,12625.0,,,10840.0,19909.0,,,,15008.0,,,12370.0,,13629.0,17399.0,,,,15205.0,,20384.0,,15145.0,,9552.0,18331.0,16545.0,,,,,12340.0,,,,,,,,,13995.0,,,12726.0,,,,,,,17875.0,18612.0,,13155.0,,,16728.0
32,,,10248.0,,,,,,,,,,,16066.0,,,,,,,,,,15401.0,,,12067.0,,,16873.0,14038.0,,11773.0,12032,9060.0,,16176.0,,,16584.0,,,,13047.0,,,,20880.0,,,,,,,12453.0,,13852.0,,,,,15817.0,,,,15367.0,,,,16667.0,,,,,12666.0,,,,,,,,,14595.0,,,13039.0,,,,,,,18963.0,,,13606.0,,,
33,,,,,,,,,,,,,,16214.0,,,,,,,,,,,,,12082.0,,,17544.0,14498.0,,12528.0,12182,9470.0,,16240.0,,,17107.0,,,,13169.0,,,,21541.0,,,,,,,,,14095.0,,,,,16699.0,,,,15489.0,,,,16950.0,,,,,13060.0,,,,,,,,,14719.0,,,,,,,,,,,,,14100.0,,,
34,,,,,,,,,,,,,,16561.0,,,,,,,,,,,,,,,,17975.0,14756.0,,12787.0,13873,,,,,,17701.0,,,,14262.0,,,,21929.0,,,,,,,,,14568.0,,,,,17288.0,,,,15967.0,,,,17222.0,,,,,13327.0,,,,,,,,,15619.0,,,,,,,,,,,,,14636.0,,,
35,,,,,,,,,,,,,,17213.0,,,,,,,,,,,,,,,,18148.0,14812.0,,12959.0,14014,,,,,,17741.0,,,,14384.0,,,,22051.0,,,,,,,,,15635.0,,,,,18155.0,,,,16983.0,,,,17298.0,,,,,13516.0,,,,,,,,,16201.0,,,,,,,,,,,,,14909.0,,,
36,,,,,,,,,,,,,,17538.0,,,,,,,,,,,,,,,,,,,13081.0,14293,,,,,,,,,,14896.0,,,,22533.0,,,,,,,,,16668.0,,,,,18671.0,,,,17486.0,,,,,,,,,14389.0,,,,,,,,,,,,,,,,,,,,,,15031.0,,,
37,,,,,,,,,,,,,,19495.0,,,,,,,,,,,,,,,,,,,13254.0,14781,,,,,,,,,,15158.0,,,,22780.0,,,,,,,,,18137.0,,,,,19330.0,,,,17646.0,,,,,,,,,14411.0,,,,,,,,,,,,,,,,,,,,,,16044.0,,,
38,,,,,,,,,,,,,,19509.0,,,,,,,,,,,,,,,,,,,13322.0,14922,,,,,,,,,,15302.0,,,,23328.0,,,,,,,,,18205.0,,,,,20314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16204.0,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15168,,,,,,,,,,15315.0,,,,24390.0,,,,,,,,,,,,,,21085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16821.0,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15460,,,,,,,,,,,,,,24562.0,,,,,,,,,,,,,,21397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18017.0,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15686,,,,,,,,,,,,,,25734.0,,,,,,,,,,,,,,22594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18288.0,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15827,,,,,,,,,,,,,,25745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18409.0,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
