,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y
16,6703.0,6741.0,6919.0,6999.0,6746.0,7315.0,8121.0,6150.0,7109.0,7541.0,7233.0,7153.0,7556.0,8786.0,6577.0,8068.0,7607.0,8077.0,7134.0,8254.0,7972.0,6540.0,6661.0,6682.0,7623.0,7816.0,6531.0,6700.0,7283.0,8291.0,5966.0,7321.0,7622.0,5556,4566.0,8498.0,6974.0,7994.0,6117.0,7806.0,7862.0,5520.0,5252.0,5786.0,4528.0,4298.0,6045.0,6429.0,4801.0,8299.0,5740.0,6524.0,6323.0,7595.0,7820.0,7991.0,7560.0,8033.0,6714.0,5668.0,7007.0,7995.0,8418.0,7329.0,7376.0,8058.0,5004.0,4574.0,7079.0,7798.0,6842.0,6712.0,6958.0,6281.0,7067.0,7917.0,6660.0,7927.0,7645.0,8574.0,7585.0,13220.0,6442.0,7189.0,6465.0,6381.0,7726.0,7209.0,8823.0,5393.0,6051.0,9745.0,7682.0,6844.0,8144.0,4844.0,5244.0,,7205.0,8028.0
17,7007.0,7618.0,7432.0,7633.0,7588.0,8489.0,8635.0,6445.0,7379.0,8496.0,8078.0,8062.0,8206.0,8924.0,,8264.0,8421.0,8633.0,7817.0,9385.0,8096.0,7766.0,7184.0,6771.0,8058.0,8747.0,6531.0,7073.0,7775.0,9157.0,6630.0,8160.0,8075.0,6160,4735.0,9860.0,7466.0,8154.0,7211.0,8763.0,8503.0,5915.0,6036.0,6616.0,4906.0,5148.0,6377.0,7459.0,5538.0,8680.0,6519.0,7095.0,6568.0,8128.0,8273.0,8419.0,8339.0,8263.0,7317.0,6048.0,7567.0,8439.0,9436.0,7776.0,7657.0,8489.0,,4901.0,7738.0,8283.0,7334.0,7335.0,7124.0,6914.0,7227.0,9765.0,6721.0,8444.0,8062.0,9581.0,7767.0,14698.0,,8040.0,7714.0,6827.0,8240.0,7247.0,9741.0,5880.0,,10000.0,8872.0,7718.0,8778.0,5207.0,5305.0,,7365.0,8655.0
18,7157.0,7745.0,7530.0,9319.0,8091.0,8489.0,9077.0,7169.0,7529.0,9524.0,8107.0,8756.0,8970.0,9529.0,,9424.0,9045.0,8904.0,8466.0,9897.0,9100.0,7827.0,7639.0,7796.0,8287.0,9138.0,7368.0,7344.0,8264.0,9791.0,7165.0,9160.0,8345.0,6160,5249.0,10419.0,7466.0,,8067.0,9532.0,8856.0,6379.0,6350.0,7375.0,5110.0,6010.0,6759.0,8069.0,5814.0,9092.0,7358.0,7820.0,6842.0,8345.0,8273.0,9473.0,8773.0,9169.0,8405.0,6517.0,7931.0,8892.0,10542.0,8357.0,7673.0,9330.0,,5272.0,9152.0,8511.0,8458.0,7839.0,7307.0,7355.0,8190.0,10576.0,7191.0,8879.0,8592.0,10740.0,8760.0,16048.0,,8579.0,7890.0,7084.0,8523.0,7247.0,9982.0,6224.0,,10562.0,9512.0,7777.0,9231.0,5583.0,5843.0,,8262.0,8888.0
19,7550.0,8109.0,8169.0,9678.0,8495.0,,9077.0,7484.0,7857.0,10227.0,8487.0,9746.0,9402.0,10396.0,,10075.0,9810.0,9283.0,9316.0,10834.0,9778.0,8424.0,7791.0,8192.0,8287.0,9471.0,7368.0,7374.0,8264.0,10086.0,7522.0,9368.0,9413.0,6958,5414.0,10990.0,7645.0,,8129.0,10036.0,8970.0,6379.0,6664.0,7498.0,5398.0,6800.0,6771.0,8582.0,6369.0,9570.0,9176.0,8200.0,7175.0,9022.0,8561.0,9997.0,8982.0,9225.0,8664.0,7061.0,8600.0,9526.0,11296.0,8660.0,8388.0,9693.0,,5504.0,9969.0,8875.0,8875.0,8732.0,7821.0,8159.0,8190.0,11630.0,7442.0,9530.0,9197.0,12224.0,8783.0,17366.0,,9047.0,8524.0,7233.0,9157.0,8244.0,10238.0,6721.0,,10863.0,9958.0,8227.0,9646.0,5982.0,6406.0,,8379.0,9890.0
20,8401.0,8987.0,8389.0,9888.0,8736.0,,9359.0,7542.0,8083.0,11133.0,9465.0,9746.0,9855.0,11069.0,,10709.0,10824.0,9619.0,9442.0,11339.0,11034.0,8939.0,8859.0,8762.0,8557.0,9561.0,8109.0,8004.0,9143.0,10851.0,7580.0,10191.0,10233.0,7489,5798.0,11138.0,8600.0,,8617.0,10689.0,9959.0,7253.0,6858.0,8454.0,5706.0,7100.0,7165.0,9496.0,7277.0,9933.0,9446.0,9315.0,7985.0,9211.0,9224.0,10624.0,9602.0,9535.0,9143.0,7626.0,8764.0,10343.0,12823.0,9592.0,9036.0,10156.0,,5585.0,10464.0,9764.0,8925.0,9405.0,8897.0,8907.0,8806.0,11893.0,7711.0,10590.0,9670.0,12414.0,8845.0,18944.0,,9885.0,9256.0,8277.0,9765.0,8945.0,,7245.0,,11511.0,10164.0,8227.0,10389.0,7159.0,7792.0,,8476.0,10807.0
21,8902.0,9301.0,8846.0,10673.0,8947.0,,9359.0,8419.0,8312.0,12071.0,10518.0,10007.0,10484.0,11595.0,,11392.0,11079.0,10537.0,9956.0,12650.0,11426.0,10074.0,9223.0,9251.0,8746.0,9787.0,8564.0,8207.0,10032.0,11597.0,8148.0,10827.0,10868.0,7675,5951.0,11490.0,9215.0,,9178.0,10956.0,10593.0,7945.0,7447.0,9083.0,,7724.0,8066.0,9496.0,7610.0,9933.0,9750.0,10243.0,8840.0,11317.0,9360.0,10934.0,9947.0,10116.0,9902.0,8256.0,9136.0,11170.0,13361.0,10393.0,9616.0,11742.0,,6268.0,11030.0,10098.0,9483.0,10724.0,9327.0,9934.0,8818.0,12843.0,7755.0,10899.0,10296.0,13510.0,9044.0,22924.0,,10818.0,10271.0,9253.0,9878.0,9309.0,,8285.0,,11511.0,10659.0,8976.0,10393.0,7159.0,7792.0,,,11538.0
22,9451.0,10127.0,8898.0,12177.0,9060.0,,,8570.0,8886.0,13417.0,10850.0,10787.0,11809.0,12100.0,,11845.0,12538.0,10839.0,10083.0,13439.0,12565.0,10417.0,9388.0,9889.0,9381.0,9787.0,9197.0,8466.0,10703.0,12637.0,8446.0,11191.0,11460.0,8044,6337.0,,10341.0,,10976.0,11508.0,11392.0,8250.0,7447.0,9403.0,,9163.0,8126.0,10158.0,8080.0,,10147.0,10614.0,9819.0,11703.0,9642.0,11819.0,10505.0,10347.0,11044.0,8735.0,9154.0,12283.0,14990.0,10920.0,9616.0,11772.0,,6518.0,11875.0,10787.0,9952.0,11115.0,10528.0,10667.0,9399.0,13682.0,7848.0,11214.0,10726.0,15426.0,10122.0,23757.0,,11945.0,11098.0,9734.0,10678.0,9535.0,,8554.0,,11875.0,12215.0,9885.0,11322.0,,8075.0,,,12735.0
23,9874.0,10409.0,9662.0,12292.0,9411.0,,,8708.0,8886.0,13745.0,11326.0,11770.0,12073.0,12219.0,,11845.0,14068.0,11203.0,10243.0,14132.0,13191.0,11168.0,9388.0,10207.0,9908.0,10329.0,10297.0,9089.0,11048.0,12637.0,8502.0,11809.0,12131.0,8183,6632.0,,10858.0,,11208.0,12077.0,11507.0,8397.0,,9464.0,,10523.0,10710.0,10174.0,8080.0,,10193.0,11497.0,10500.0,12158.0,9642.0,12850.0,11374.0,10879.0,11547.0,10051.0,9285.0,12724.0,15075.0,11801.0,10704.0,12670.0,,6518.0,12406.0,10787.0,10511.0,11130.0,10556.0,11422.0,9436.0,14345.0,8707.0,12191.0,11329.0,16219.0,10737.0,26071.0,,12606.0,,10163.0,10966.0,10601.0,,8915.0,,12690.0,12413.0,10608.0,11801.0,,8294.0,,,13501.0
24,11065.0,10746.0,9944.0,12572.0,9744.0,,,9109.0,,14735.0,11981.0,11844.0,12600.0,12609.0,,12201.0,14724.0,11794.0,10243.0,14376.0,13848.0,11665.0,,10355.0,10169.0,11283.0,11079.0,9419.0,11086.0,13040.0,9084.0,11809.0,12652.0,8921,6632.0,,11725.0,,12378.0,12982.0,12358.0,9311.0,,9493.0,,11231.0,11035.0,10211.0,8490.0,,,12128.0,10701.0,12488.0,10870.0,13537.0,11683.0,11478.0,12740.0,11326.0,10566.0,13995.0,,11891.0,10704.0,12894.0,,6785.0,12613.0,11479.0,11446.0,11518.0,,12178.0,9625.0,15304.0,9015.0,12401.0,11454.0,16840.0,11040.0,26878.0,,12832.0,,10957.0,11151.0,11318.0,,9053.0,,13004.0,13491.0,10873.0,11889.0,,8825.0,,,14099.0
25,11525.0,10915.0,10205.0,12850.0,9744.0,,,9784.0,,15954.0,12605.0,12458.0,12989.0,12875.0,,,14950.0,12266.0,10438.0,14894.0,13848.0,11665.0,,10826.0,11195.0,12480.0,11288.0,10354.0,11312.0,13196.0,9184.0,,13613.0,9388,6632.0,,12758.0,,12552.0,13587.0,13021.0,9631.0,,10244.0,,11231.0,12039.0,12262.0,9257.0,,,13043.0,11023.0,13494.0,11589.0,14458.0,12559.0,12019.0,13522.0,12322.0,12365.0,14172.0,,13305.0,11520.0,13678.0,,7846.0,13078.0,11752.0,,11901.0,,12288.0,9636.0,,,12623.0,,,12457.0,27085.0,,13799.0,,11317.0,11600.0,11835.0,,,,,13886.0,11637.0,12858.0,,9708.0,,,15033.0
26,11849.0,11504.0,10432.0,13577.0,,,,9784.0,,17892.0,13147.0,13040.0,13646.0,13421.0,,,15423.0,13440.0,11557.0,14894.0,,,,11198.0,11933.0,13710.0,11449.0,10688.0,11887.0,13250.0,9257.0,,14035.0,9388,6656.0,,14046.0,,,14939.0,13308.0,10384.0,,10365.0,,11674.0,12039.0,12809.0,10062.0,,,13750.0,11154.0,13622.0,12181.0,14458.0,12993.0,12282.0,14075.0,,13035.0,14335.0,,13356.0,11717.0,14381.0,,9239.0,13190.0,12141.0,,12114.0,,13070.0,9714.0,,,12986.0,,,12457.0,,,14553.0,,,12033.0,,,,,,14596.0,12271.0,13988.0,,9708.0,,,15529.0
27,12026.0,12077.0,10499.0,13627.0,,,,,,18487.0,13511.0,14148.0,13646.0,14447.0,,,15721.0,14749.0,,,,,,12412.0,12450.0,13911.0,11449.0,,13262.0,14111.0,9585.0,,14035.0,9615,7146.0,,15321.0,,,15544.0,13919.0,11032.0,,11268.0,,12278.0,12063.0,14452.0,10541.0,,,14204.0,12002.0,14219.0,13326.0,,13202.0,12631.0,15093.0,,13768.0,14881.0,,14346.0,,14381.0,,10189.0,14473.0,12882.0,,14082.0,,13347.0,10623.0,,,13005.0,,,,,,14854.0,,,12033.0,,,,,,14900.0,12703.0,14270.0,,10397.0,,,16090.0
28,12906.0,12170.0,11265.0,13968.0,,,,,,,14110.0,14795.0,,15163.0,,,17010.0,15563.0,,,,,,13787.0,14153.0,14497.0,11510.0,,13636.0,14616.0,9957.0,,14320.0,10445,8207.0,,16563.0,,,16036.0,13919.0,11533.0,,11894.0,,,12578.0,14875.0,11069.0,,,14656.0,12427.0,14738.0,13447.0,,13920.0,13548.0,,,,15027.0,,15082.0,,14697.0,,10342.0,15118.0,13404.0,,14082.0,,14378.0,11128.0,,,13177.0,,,,,,14854.0,,,12640.0,,,,,,,13509.0,15603.0,,10951.0,,,16486.0
29,13000.0,13410.0,11563.0,14115.0,,,,,,,,15090.0,,15428.0,,,17554.0,15563.0,,,,,,15351.0,15249.0,14996.0,12413.0,,13636.0,15048.0,9957.0,,14612.0,10468,8533.0,,17004.0,,,17517.0,,11890.0,,12141.0,,,12817.0,15313.0,11625.0,,,15730.0,13037.0,14960.0,13744.0,,13920.0,13685.0,,,,15370.0,,15180.0,,15455.0,,10683.0,15118.0,14179.0,,15745.0,,15769.0,12563.0,,,14185.0,,,,,,15068.0,,,12640.0,,,,,,,14176.0,15943.0,,11391.0,,,16486.0
30,13805.0,13410.0,12122.0,15422.0,,,,,,,,,,15708.0,,,,,,,,,,15581.0,,16273.0,12701.0,,,15826.0,11798.0,,14628.0,11116,9299.0,,17617.0,,,18242.0,,12476.0,,12266.0,,,14344.0,16250.0,,,,15886.0,,,14405.0,,14768.0,15785.0,,,,15455.0,,15306.0,,16061.0,,10683.0,16713.0,14342.0,,15820.0,,15769.0,12563.0,,,14593.0,,,,,,16223.0,,,13115.0,,,,,,,16289.0,16819.0,,12314.0,,,17537.0
31,14085.0,,12579.0,15575.0,,,,,,,,,,15708.0,,,,,,,,,,15881.0,,16273.0,13244.0,,,16935.0,12610.0,,14870.0,11926,9687.0,,18185.0,,,18764.0,,,,12266.0,,,14344.0,17021.0,,,,16386.0,,,14983.0,,15694.0,16250.0,,,,15968.0,,16106.0,,16910.0,,10683.0,16713.0,15302.0,,,,,13820.0,,,,,,,,,17543.0,,,14074.0,,,,,,,17015.0,16819.0,,13546.0,,,18125.0
32,,,12579.0,,,,,,,,,,,17090.0,,,,,,,,,,16069.0,,,13605.0,,,17144.0,13031.0,,14870.0,11926,10744.0,,19013.0,,,19428.0,,,,13512.0,,,,18303.0,,,,,,,14983.0,,16076.0,,,,,16589.0,,,,17022.0,,,,15302.0,,,,,14198.0,,,,,,,,,18169.0,,,14895.0,,,,,,,17655.0,,,14876.0,,,
33,,,,,,,,,,,,,,17233.0,,,,,,,,,,,,,13605.0,,,17632.0,13782.0,,15718.0,12161,11835.0,,19013.0,,,20293.0,,,,13634.0,,,,19375.0,,,,,,,,,16325.0,,,,,17428.0,,,,17022.0,,,,15531.0,,,,,14593.0,,,,,,,,,18169.0,,,,,,,,,,,,,15152.0,,,
34,,,,,,,,,,,,,,17760.0,,,,,,,,,,,,,,,,18290.0,14222.0,,16383.0,14083,,,,,,21404.0,,,,14716.0,,,,19725.0,,,,,,,,,17162.0,,,,,18338.0,,,,17519.0,,,,16120.0,,,,,14722.0,,,,,,,,,19107.0,,,,,,,,,,,,,16376.0,,,
35,,,,,,,,,,,,,,18632.0,,,,,,,,,,,,,,,,18290.0,14222.0,,16383.0,14083,,,,,,21404.0,,,,14753.0,,,,19725.0,,,,,,,,,18523.0,,,,,19259.0,,,,19434.0,,,,16120.0,,,,,14941.0,,,,,,,,,19424.0,,,,,,,,,,,,,16846.0,,,
36,,,,,,,,,,,,,,18723.0,,,,,,,,,,,,,,,,,,,16797.0,14796,,,,,,,,,,15840.0,,,,20274.0,,,,,,,,,20914.0,,,,,19769.0,,,,19999.0,,,,,,,,,16481.0,,,,,,,,,,,,,,,,,,,,,,16846.0,,,
37,,,,,,,,,,,,,,19932.0,,,,,,,,,,,,,,,,,,,17032.0,15452,,,,,,,,,,16212.0,,,,20667.0,,,,,,,,,22016.0,,,,,20610.0,,,,19999.0,,,,,,,,,16481.0,,,,,,,,,,,,,,,,,,,,,,17767.0,,,
38,,,,,,,,,,,,,,19932.0,,,,,,,,,,,,,,,,,,,17032.0,15452,,,,,,,,,,16371.0,,,,21741.0,,,,,,,,,22016.0,,,,,22162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17965.0,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15889,,,,,,,,,,16371.0,,,,22620.0,,,,,,,,,,,,,,22471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18842.0,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16318,,,,,,,,,,,,,,22620.0,,,,,,,,,,,,,,22653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20628.0,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16833,,,,,,,,,,,,,,23159.0,,,,,,,,,,,,,,23701.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20887.0,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16833,,,,,,,,,,,,,,23159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20887.0,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
